damage_id,report_id,report_key,event_order,round_no,source,target,skill,buff,sample_type,damage,base_common,z_b160,off_force,setup_force,current_force,off_intelligence,setup_intelligence,current_intelligence,target_command,target_eff_command,source_hp,skill_multiplier,troop_multiplier,unit_multiplier,source_bucket,target_bucket,source_damage_pct,target_damage_taken_pct,source_country_bonus,target_country_reduction,pierce_pct,grade_multiplier,trigger_multiplier,special_multiplier,total_multiplier,target_has_yijing_static,current_trigger,source_is_npc,target_is_npc,raw_text
2297,29,battle_20260621_011949,264,2,黄忠,吕布,定军扬威,定军扬威,physical_skill,641.0,277.77230683335694,116276.1542939796,288.5,302.92,270.22,191.0,200.55,167.85,307.86,258.6024,15717.0,1.8,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,2.30764545,False,,True,False,"[吕布]由于[黄忠]【定军扬威】的「定军扬威」效果,损失了兵力641(2473)"
2299,29,battle_20260621_011949,273,2,吕布,黄盖,普通攻击,,normal_attack,132.0,374.36746694492695,166818.14327065946,310.0,330.0,355.59,70.0,90.0,134.36,285.6,285.6,2473.0,1.0,0.6120867955431187,0.85,1.1,0.61,5.0,-39.0,5.0,0.0,0.0,1.01,1.0,1.0,0.35259474087639797,False,,False,True,[黄盖]损失了兵力132(15524)
2300,29,battle_20260621_011949,277,2,黄忠,吕布,普通攻击,,normal_attack,359.0,280.0256859215526,117219.42418840814,288.5,302.92,270.22,191.0,200.55,167.85,307.86,258.6024,15441.0,1.0,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.28202525,False,,True,False,[吕布]损失了兵力359(2114)
2301,29,battle_20260621_011949,283,2,黄忠,吕布,摧坚克难,摧坚克难,physical_skill,398.0,282.22391237472254,118139.60705744855,288.5,302.92,270.22,191.0,200.55,167.85,307.86,258.6024,15441.0,1.1,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.4102277750000003,False,,True,False,"[吕布]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力398(1716)"
2304,29,battle_20260621_011949,325,3,黄盖,吕布,普通攻击,,normal_attack,343.0,220.08445147303073,102968.71146617216,226.0,237.3,237.3,225.0,236.25,236.25,307.86,307.86,15901.0,1.0,1.0,1.15,1.521,0.9,52.1,-5.0,0.0,5.0,0.0,0.99,1.0,1.0,1.5584926499999998,False,,True,False,[吕布]损失了兵力343(648)
2305,29,battle_20260621_011949,335,3,吕布,黄月英,普通攻击,,normal_attack,231.0,611.5005816849097,202957.0430612215,310.0,330.0,355.59,70.0,90.0,134.36,171.9,171.9,648.0,1.0,0.36794791697560486,1.0,1.07,0.95,5.0,-5.0,2.0,0.0,0.0,1.01,1.0,1.0,0.3777592481817594,False,,False,True,[黄月英]损失了兵力231(14963)
2306,29,battle_20260621_011949,343,3,黄忠,吕布,普通攻击,,normal_attack,431.0,272.13252740432955,113915.32908951811,288.5,302.92,270.22,191.0,200.55,167.85,307.86,258.6024,15818.0,1.0,1.0,1.0,1.7109999999999999,0.935,71.1,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.58378715,False,,True,False,[吕布]损失了兵力431(217)
2309,30,battle_20260621_012039,75,1,吕布,黄月英,普通攻击,,normal_attack,410.0,399.3512976482105,158662.27055563405,310.0,330.0,330.0,70.0,90.0,97.42,237.3,237.3,9254.0,1.0,1.0,1.0,1.07,0.95,5.0,-5.0,2.0,0.0,0.0,1.01,1.0,1.0,1.026665,False,,False,True,[黄月英]损失了兵力410(15590)
2312,30,battle_20260621_012039,104,1,黄盖,吕布,普通攻击,,normal_attack,383.0,242.4821089118522,102649.95116565439,226.0,237.3,237.3,225.0,236.25,236.25,263.33,263.33,15901.0,1.0,1.0,1.15,1.5415,0.9,54.15,-5.0,0.0,5.0,0.0,0.99,1.0,1.0,1.579497975,False,,True,False,[吕布]损失了兵力383(7773)
2313,30,battle_20260621_012039,113,1,黄忠,吕布,普通攻击,,normal_attack,535.0,333.79857679829416,129326.38651700821,288.5,302.92,302.92,191.0,200.55,200.55,270.76,227.43839999999997,16000.0,1.0,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.6027629750000003,False,,True,False,[吕布]损失了兵力535(7238)
2314,30,battle_20260621_012039,121,1,黄忠,吕布,定军扬威,定军扬威,physical_skill,962.0,333.4519531463748,129192.09120390643,288.5,302.92,302.92,191.0,200.55,200.55,270.76,227.43839999999997,16000.0,1.8,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,2.8849733550000005,False,,True,False,"[吕布]由于[黄忠]【定军扬威】的「定军扬威」效果,损失了兵力962(6276)"
2315,30,battle_20260621_012039,129,1,黄忠,吕布,摧坚克难,摧坚克难,physical_skill,570.0,323.3053335174642,127275.99861222036,288.5,302.92,302.92,191.0,200.55,200.55,278.18,233.6712,16000.0,1.1,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.7630392725000001,False,,True,False,"[吕布]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力570(5706)"
2323,30,battle_20260621_012039,217,2,黄盖,吕布,普通攻击,,normal_attack,279.0,227.85614926782836,106604.77799644618,226.0,237.3,237.3,225.0,236.25,236.25,307.86,307.86,15905.0,1.0,1.0,1.15,1.195,0.9,19.5,-5.0,0.0,5.0,0.0,0.99,1.0,1.0,1.22445675,False,,True,False,[吕布]损失了兵力279(2722)
2324,30,battle_20260621_012039,224,2,吕布,黄忠,普通攻击,,normal_attack,251.0,405.39279624491115,165955.64899877927,310.0,330.0,355.59,70.0,90.0,134.36,249.37,249.37,2722.0,1.0,0.6348122990830043,1.0,1.07,0.9025,5.0,-9.75,2.0,0.0,0.0,1.01,1.0,1.0,0.61915259058615,False,,False,True,[黄忠]损失了兵力251(15749)
2325,30,battle_20260621_012039,228,2,吕布,黄盖,普通攻击,,normal_attack,138.0,377.3730956067378,168157.45140236238,310.0,330.0,355.59,70.0,90.0,134.36,285.6,285.6,2722.0,1.0,0.6348122990830043,0.85,1.1,0.61,5.0,-39.0,5.0,0.0,0.0,1.01,1.0,1.0,0.3656858467298114,False,,False,True,[黄盖]损失了兵力138(15767)
2326,30,battle_20260621_012039,236,2,黄忠,吕布,普通攻击,,normal_attack,400.0,312.006335288638,130606.60076702856,288.5,302.92,302.92,191.0,200.55,200.55,307.86,258.6024,15749.0,1.0,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.28202525,False,,True,False,[吕布]损失了兵力400(2322)
2327,30,battle_20260621_012039,242,2,黄忠,吕布,摧坚克难,摧坚克难,physical_skill,429.0,304.206176906422,127341.43574785283,288.5,302.92,302.92,191.0,200.55,200.55,307.86,258.6024,15749.0,1.1,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.4102277750000003,False,,True,False,"[吕布]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力429(1893)"
2335,31,battle_20260621_021147,78,1,吕布,黄盖,普通攻击,,normal_attack,275.0,306.5322012077369,136590.74885816756,265.0,285.0,292.42,70.0,90.0,97.42,285.6,285.6,9287.0,1.0,1.0,0.85,1.1,0.95,5.0,-5.0,5.0,0.0,0.0,1.01,1.0,1.0,0.8971325,False,,False,True,[黄盖]损失了兵力275(15725)
2338,31,battle_20260621_021147,102,1,黄盖,吕布,普通攻击,,normal_attack,345.0,218.42383178743867,102294.43314101115,226.0,237.3,237.3,225.0,236.25,236.25,308.33,308.33,15958.0,1.0,1.0,1.15,1.5415,0.9,54.15,-5.0,0.0,5.0,0.0,0.99,1.0,1.0,1.579497975,False,,True,False,[吕布]损失了兵力345(8036)
2339,31,battle_20260621_021147,115,1,黄忠,吕布,普通攻击,,normal_attack,731.0,304.0582674636175,129297.25116300075,288.5,302.92,302.92,191.0,200.55,200.55,315.76,265.23839999999996,16000.0,1.0,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.5,1.0,2.4041444625000006,False,会心,True,False,[吕布]损失了兵力731(7305)
2340,31,battle_20260621_021147,121,1,黄忠,吕布,定军扬威,定军扬威,physical_skill,1289.0,297.86525821599247,126663.74581935548,288.5,302.92,302.92,191.0,200.55,200.55,315.76,265.23839999999996,16000.0,1.8,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.5,1.0,4.327460032500001,False,会心,True,False,"[吕布]由于[黄忠]【定军扬威】的「定军扬威」效果,损失了兵力1289(6016)"
2341,31,battle_20260621_021147,129,1,黄忠,吕布,摧坚克难,摧坚克难,physical_skill,522.0,296.0796212212567,127749.82946388109,288.5,302.92,302.92,191.0,200.55,200.55,323.18,271.4712,16000.0,1.1,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.7630392725000001,False,,True,False,"[吕布]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力522(5494)"
2344,31,battle_20260621_021147,170,2,吕布,黄月英,普通攻击,,normal_attack,275.0,340.77807848790815,135391.13058324592,265.0,285.0,295.75,70.0,90.0,134.52,237.3,237.3,4776.0,1.0,0.7860176302401956,1.0,1.07,0.95,5.0,-5.0,2.0,0.0,0.0,1.01,1.0,1.0,0.8069767903505503,False,,False,True,[黄月英]损失了兵力275(15725)
2345,31,battle_20260621_021147,183,2,黄盖,吕布,普通攻击,,normal_attack,264.0,215.6058186620311,107376.00981006473,226.0,237.3,237.3,225.0,236.25,236.25,338.02,338.02,15958.0,1.0,1.0,1.15,1.195,0.9,19.5,-5.0,0.0,5.0,0.0,0.99,1.0,1.0,1.22445675,False,,True,False,[吕布]损失了兵力264(4512)
2346,31,battle_20260621_021147,192,2,黄忠,吕布,普通攻击,,normal_attack,359.0,280.0256859215526,126059.05102103097,288.5,302.92,302.92,191.0,200.55,200.55,345.44,290.1696,16000.0,1.0,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.28202525,False,,True,False,[吕布]损失了兵力359(4153)
2347,31,battle_20260621_021147,199,2,黄忠,吕布,定军扬威,定军扬威,physical_skill,648.0,280.80570175977425,126410.19043891688,288.5,302.92,302.92,191.0,200.55,200.55,345.44,290.1696,16000.0,1.8,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,2.30764545,False,,True,False,"[吕布]由于[黄忠]【定军扬威】的「定军扬威」效果,损失了兵力648(3505)"
2348,31,battle_20260621_021147,210,2,黄忠,吕布,摧坚克难,摧坚克难,physical_skill,402.0,285.06033360461925,130102.22040194887,288.5,302.92,302.92,191.0,200.55,200.55,352.86,296.4024,16000.0,1.1,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.4102277750000003,False,,True,False,"[吕布]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力402(3103)"
2359,32,battle_20260621_021208,69,1,吕布,黄盖,普通攻击,,normal_attack,271.0,302.0735510083516,134603.9743293215,265.0,285.0,285.0,70.0,90.0,90.0,285.6,285.6,9297.0,1.0,1.0,0.85,1.1,0.95,5.0,-5.0,5.0,0.0,0.0,1.01,1.0,1.0,0.8971325,False,,False,True,[黄盖]损失了兵力271(15729)
2362,32,battle_20260621_021208,94,1,黄盖,吕布,普通攻击,,normal_attack,357.0,226.0211824583061,104177.68341868246,226.0,237.3,237.3,225.0,236.25,236.25,300.92,300.92,15849.0,1.0,1.0,1.15,1.5415,0.9,54.15,-5.0,0.0,5.0,0.0,0.99,1.0,1.0,1.579497975,False,,True,False,[吕布]损失了兵力357(7734)
2363,32,battle_20260621_021208,103,1,黄忠,吕布,普通攻击,,normal_attack,499.0,311.337364153923,128511.59554643443,288.5,302.92,302.92,191.0,200.55,200.55,300.92,252.77280000000002,16000.0,1.0,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.6027629750000003,False,,True,False,[吕布]损失了兵力499(7235)
2364,32,battle_20260621_021208,114,1,黄忠,吕布,定军扬威,定军扬威,physical_skill,888.0,307.801802904346,128968.09357187283,288.5,302.92,302.92,191.0,200.55,200.55,308.33,258.99719999999996,16000.0,1.8,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,2.8849733550000005,False,,True,False,"[吕布]由于[黄忠]【定军扬威】的「定军扬威」效果,损失了兵力888(6347)"
2365,32,battle_20260621_021208,123,1,黄忠,吕布,摧坚克难,摧坚克难,physical_skill,797.0,301.37350972329705,126274.65672823423,288.5,302.92,302.92,191.0,200.55,200.55,308.33,258.99719999999996,16000.0,1.1,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.5,1.0,2.64455890875,False,会心,True,False,"[吕布]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力797(5550)"
2370,32,battle_20260621_021208,183,2,黄盖,吕布,普通攻击,,normal_attack,262.0,213.97244124792482,106562.55519029152,226.0,237.3,237.3,225.0,236.25,236.25,338.02,338.02,15854.0,1.0,1.0,1.15,1.195,0.9,19.5,-5.0,0.0,5.0,0.0,0.99,1.0,1.0,1.22445675,False,,True,False,[吕布]损失了兵力262(3721)
2371,32,battle_20260621_021208,187,2,黄忠,吕布,普通攻击,,normal_attack,564.0,293.28595517131976,130200.42842369912,288.5,302.92,302.92,191.0,200.55,200.55,338.02,283.93679999999995,16000.0,1.0,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.5,1.0,1.923037875,False,会心,True,False,[吕布]损失了兵力564(3157)
2372,32,battle_20260621_021208,193,2,黄忠,吕布,摧坚克难,摧坚克难,physical_skill,412.0,292.151386679361,129696.75171799814,288.5,302.92,302.92,191.0,200.55,200.55,338.02,283.93679999999995,16000.0,1.1,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.4102277750000003,False,,True,False,"[吕布]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力412(2745)"
2373,32,battle_20260621_021208,206,2,吕布,黄盖,普通攻击,,normal_attack,111.0,302.570247263396,134825.30218056927,265.0,285.0,303.17,70.0,90.0,134.36,285.6,285.6,2745.0,1.0,0.6368452867185955,0.85,1.1,0.61,5.0,-39.0,5.0,0.0,0.0,1.01,1.0,1.0,0.36685695637275045,False,,False,True,[黄盖]损失了兵力111(15743)
2376,32,battle_20260621_021208,234,3,吕布,黄忠,普通攻击,,normal_attack,176.0,327.44923671102276,134047.8940323914,265.0,285.0,303.17,70.0,90.0,134.36,249.37,249.37,1876.0,1.0,0.5510821236679724,1.0,1.07,0.9025,5.0,-9.75,2.0,0.0,0.0,1.01,1.0,1.0,0.5374878920707998,False,,False,True,[黄忠]损失了兵力176(15824)
2377,32,battle_20260621_021208,238,3,黄忠,吕布,普通攻击,,normal_attack,440.0,274.52593232009235,125294.29437312772,288.5,302.92,302.92,191.0,200.55,200.55,352.86,296.4024,15824.0,1.0,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.6027629750000003,False,,True,False,[吕布]损失了兵力440(1436)
2378,32,battle_20260621_021208,242,3,黄忠,吕布,定军扬威,定军扬威,physical_skill,808.0,280.0719107508013,127825.49223925151,288.5,302.92,302.92,191.0,200.55,200.55,352.86,296.4024,15824.0,1.8,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,2.8849733550000005,False,,True,False,"[吕布]由于[黄忠]【定军扬威】的「定军扬威」效果,损失了兵力808(628)"
2380,32,battle_20260621_021208,246,3,吕布,黄月英,普通攻击,,normal_attack,128.0,342.90096068862925,136234.55168159242,265.0,285.0,303.17,70.0,90.0,134.36,237.3,237.3,628.0,1.0,0.3635904863616648,1.0,1.07,0.95,5.0,-5.0,2.0,0.0,0.0,1.01,1.0,1.0,0.37328562668049864,False,,False,True,[黄月英]损失了兵力128(15872)
2384,33,battle_20260621_021231,78,1,吕布,黄盖,普通攻击,,normal_attack,273.0,304.30287610804425,135597.3615937445,265.0,285.0,292.42,70.0,90.0,97.42,285.6,285.6,9307.0,1.0,1.0,0.85,1.1,0.95,5.0,-5.0,5.0,0.0,0.0,1.01,1.0,1.0,0.8971325,False,,False,True,[黄盖]损失了兵力273(15727)
2387,33,battle_20260621_021231,103,1,黄盖,吕布,普通攻击,,normal_attack,322.0,203.86224300160941,95474.80426494373,226.0,237.3,204.6,225.0,236.25,203.55,308.33,308.33,15959.0,1.0,1.0,1.15,1.5415,0.9,54.15,-5.0,0.0,5.0,0.0,0.99,1.0,1.0,1.579497975,False,,True,False,[吕布]损失了兵力322(8170)
2388,33,battle_20260621_021231,113,1,黄忠,吕布,普通攻击,,normal_attack,725.0,301.56257716979843,128235.9878155616,288.5,302.92,302.92,191.0,200.55,200.55,315.76,265.23839999999996,16000.0,1.0,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.5,1.0,2.4041444625000006,False,会心,True,False,[吕布]损失了兵力725(7445)
2389,33,battle_20260621_021231,121,1,黄忠,吕布,定军扬威,定军扬威,physical_skill,871.0,301.9092008217178,128383.38550270593,288.5,302.92,302.92,191.0,200.55,200.55,315.76,265.23839999999996,16000.0,1.8,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,2.8849733550000005,False,,True,False,"[吕布]由于[黄忠]【定军扬威】的「定军扬威」效果,损失了兵力871(6574)"
2390,33,battle_20260621_021231,126,1,黄忠,吕布,摧坚克难,摧坚克难,physical_skill,525.0,297.78122823976963,126628.01304671445,288.5,302.92,302.92,191.0,200.55,200.55,315.76,265.23839999999996,16000.0,1.1,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.7630392725000001,False,,True,False,"[吕布]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力525(6049)"
2395,33,battle_20260621_021231,185,2,吕布,黄盖,普通攻击,,normal_attack,227.0,328.3084419602241,135558.55568537652,265.0,285.0,303.17,70.0,90.0,141.94,252.9,252.9,4535.0,1.0,0.770703297497812,0.85,1.1,0.95,5.0,-5.0,5.0,0.0,0.0,1.01,1.0,1.0,0.6914229760424557,False,,False,True,[黄盖]损失了兵力227(15732)
2396,33,battle_20260621_021231,189,2,黄盖,吕布,普通攻击,,normal_attack,246.0,200.90542193507446,100054.91823210577,226.0,237.3,204.6,225.0,236.25,203.55,338.02,338.02,15732.0,1.0,1.0,1.15,1.195,0.9,19.5,-5.0,0.0,5.0,0.0,0.99,1.0,1.0,1.22445675,False,,True,False,[吕布]损失了兵力246(4289)
2398,33,battle_20260621_021231,196,2,吕布,黄忠,普通攻击,,normal_attack,249.0,338.34817715076537,138509.59328020882,265.0,285.0,310.59,70.0,90.0,141.94,249.37,249.37,4289.0,1.0,0.7545415224014673,1.0,1.07,0.9025,5.0,-9.75,2.0,0.0,0.0,1.01,1.0,1.0,0.7359283034914874,False,,False,True,[黄忠]损失了兵力249(15751)
2399,33,battle_20260621_021231,204,2,黄忠,吕布,普通攻击,,normal_attack,337.0,262.86533748067757,116695.59675209205,288.5,302.92,270.22,191.0,200.55,167.85,338.02,283.93679999999995,15751.0,1.0,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.28202525,False,,True,False,[吕布]损失了兵力337(3952)
2401,33,battle_20260621_021231,215,2,吕布,黄月英,普通攻击,,normal_attack,268.0,356.8845565953581,141790.2343353358,265.0,285.0,310.59,70.0,90.0,149.36,237.3,237.3,3952.0,1.0,0.7314392847213254,1.0,1.07,0.95,5.0,-5.0,2.0,0.0,0.0,1.01,1.0,1.0,0.7509431132484196,False,,False,True,[黄月英]损失了兵力268(15732)
2406,33,battle_20260621_021231,246,2,吕布,黄忠,普通攻击,,normal_attack,254.0,382.79597233252576,144187.75889849247,265.0,285.0,310.59,70.0,90.0,149.36,216.67,216.67,3266.0,1.0,0.6803211849886596,1.0,1.07,0.9025,5.0,-9.75,2.0,0.0,0.0,1.01,1.0,1.0,0.6635388519170631,False,,False,True,[黄忠]损失了兵力254(15220)
2411,33,battle_20260621_021231,277,2,黄盖,吕布,普通攻击,,normal_attack,243.0,198.45535581391502,101779.81378272446,226.0,237.3,204.6,225.0,236.25,203.55,352.86,352.86,15741.0,1.0,1.0,1.15,1.195,0.9,19.5,-5.0,0.0,5.0,0.0,0.99,1.0,1.0,1.22445675,False,,True,False,[吕布]损失了兵力243(1726)
2412,33,battle_20260621_021231,287,2,黄忠,吕布,普通攻击,,normal_attack,494.0,256.885216054312,117243.02913170654,288.5,302.92,270.22,191.0,200.55,167.85,352.86,296.4024,15545.0,1.0,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.5,1.0,1.923037875,False,会心,True,False,[吕布]损失了兵力494(1232)
2413,33,battle_20260621_021231,296,2,黄忠,吕布,摧坚克难,摧坚克难,physical_skill,359.0,254.56880538322963,116185.81374203892,288.5,302.92,270.22,191.0,200.55,167.85,352.86,296.4024,15545.0,1.1,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.4102277750000003,False,,True,False,"[吕布]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力359(873)"
2418,34,battle_20260621_021255,72,1,吕布,黄忠,普通攻击,,normal_attack,316.0,323.99232363757255,132632.7375275131,265.0,285.0,285.0,70.0,90.0,90.0,249.37,249.37,9305.0,1.0,1.0,1.0,1.07,0.9025,5.0,-9.75,2.0,0.0,0.0,1.01,1.0,1.0,0.97533175,False,,False,True,[黄忠]损失了兵力316(15684)
2421,34,battle_20260621_021255,91,1,黄盖,吕布,普通攻击,,normal_attack,358.0,226.65429501421173,104469.49765795047,226.0,237.3,237.3,225.0,236.25,236.25,300.92,300.92,15890.0,1.0,1.0,1.15,1.5415,0.9,54.15,-5.0,0.0,5.0,0.0,0.99,1.0,1.0,1.579497975,False,,True,False,[吕布]损失了兵力358(7779)
2422,34,battle_20260621_021255,101,1,黄忠,吕布,普通攻击,,normal_attack,741.0,308.21775128664916,127223.90420829378,288.5,302.92,302.92,191.0,200.55,200.55,300.92,252.77280000000002,15684.0,1.0,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.5,1.0,2.4041444625000006,False,会心,True,False,[吕布]损失了兵力741(7038)
2423,34,battle_20260621_021255,109,1,黄忠,吕布,定军扬威,定军扬威,physical_skill,906.0,314.0410286388936,129627.59470615629,288.5,302.92,302.92,191.0,200.55,200.55,300.92,252.77280000000002,15684.0,1.8,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,2.8849733550000005,False,,True,False,"[吕布]由于[黄忠]【定军扬威】的「定军扬威」效果,损失了兵力906(6132)"
2424,34,battle_20260621_021255,118,1,黄忠,吕布,摧坚克难,摧坚克难,physical_skill,797.0,301.37350972329705,126274.65672823423,288.5,302.92,302.92,191.0,200.55,200.55,308.33,258.99719999999996,15684.0,1.1,1.0,1.0,1.7315,0.935,73.15,-5.0,0.0,1.5,16.0,0.99,1.5,1.0,2.64455890875,False,会心,True,False,"[吕布]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力797(5335)"
2427,34,battle_20260621_021255,158,2,吕布,黄忠,普通攻击,,normal_attack,239.0,317.2068186893384,129854.95536685445,265.0,285.0,295.75,70.0,90.0,89.84,249.37,249.37,4563.0,1.0,0.772508069238537,1.0,1.07,0.9025,5.0,-9.75,2.0,0.0,0.0,1.01,1.0,1.0,0.7534516470595435,False,,False,True,[黄忠]损失了兵力239(15713)
2428,34,battle_20260621_021255,166,2,黄忠,吕布,普通攻击,,normal_attack,347.0,270.6654958628935,116784.36629855771,288.5,302.92,270.22,191.0,200.55,167.85,323.18,271.4712,15713.0,1.0,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.28202525,False,,True,False,[吕布]损失了兵力347(4216)
2430,34,battle_20260621_021255,180,2,吕布,黄盖,普通攻击,,normal_attack,135.0,312.6229620082158,139304.79187086096,265.0,285.0,303.17,70.0,90.0,97.26,285.6,285.6,4216.0,1.0,0.7496353796618763,0.85,1.1,0.61,5.0,-39.0,5.0,0.0,0.0,1.01,1.0,1.0,0.43183008417805274,False,,False,True,[黄盖]损失了兵力135(15848)
2431,34,battle_20260621_021255,188,2,黄盖,吕布,普通攻击,,normal_attack,251.0,204.9888654703402,100567.5373997489,226.0,237.3,204.6,225.0,236.25,203.55,330.6,330.6,15848.0,1.0,1.0,1.15,1.195,0.9,19.5,-5.0,0.0,5.0,0.0,0.99,1.0,1.0,1.22445675,False,,True,False,[吕布]损失了兵力251(3965)
2433,34,battle_20260621_021255,198,2,吕布,黄月英,普通攻击,,normal_attack,261.0,347.1294748904869,137914.54037399046,265.0,285.0,303.17,70.0,90.0,104.68,237.3,237.3,3965.0,1.0,0.7323526531353224,1.0,1.07,0.95,5.0,-5.0,2.0,0.0,0.0,1.01,1.0,1.0,0.7518808366311758,False,,False,True,[黄月英]损失了兵力261(15739)
2436,34,battle_20260621_021255,213,2,吕布,黄月英,普通攻击,,normal_attack,298.0,402.03030438547273,146580.24897894336,265.0,285.0,310.59,70.0,90.0,104.68,204.6,204.6,3819.0,1.0,0.721985900801837,1.0,1.07,0.95,5.0,-5.0,2.0,0.0,0.0,1.01,1.0,1.0,0.741237654846718,False,,False,True,[黄月英]损失了兵力298(15147)
2437,34,battle_20260621_021255,221,2,吕布,黄盖,普通攻击,,normal_attack,145.0,348.63940038664464,143953.20841964555,265.0,285.0,310.59,70.0,90.0,104.68,252.9,252.9,3819.0,1.0,0.721985900801837,0.85,1.1,0.61,5.0,-39.0,5.0,0.0,0.0,1.01,1.0,1.0,0.415902505107551,False,,False,True,[黄盖]损失了兵力145(15558)
2440,34,battle_20260621_021255,249,2,黄盖,吕布,普通攻击,,normal_attack,225.0,183.75495908695834,92877.10652091222,226.0,237.3,171.9,225.0,236.25,170.85,345.44,345.44,15758.0,1.0,1.0,1.15,1.195,0.9,19.5,-5.0,0.0,5.0,0.0,0.99,1.0,1.0,1.22445675,False,,True,False,[吕布]损失了兵力225(2913)
2441,34,battle_20260621_021255,258,2,黄忠,吕布,普通攻击,,normal_attack,322.0,251.1650999073536,114632.35439395596,288.5,302.92,270.22,191.0,200.55,167.85,352.86,296.4024,15443.0,1.0,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.28202525,False,,True,False,[吕布]损失了兵力322(2591)
2442,34,battle_20260621_021255,268,2,黄忠,吕布,定军扬威,定军扬威,physical_skill,583.0,252.63846315732775,115304.80091731597,288.5,302.92,270.22,191.0,200.55,167.85,352.86,296.4024,15443.0,1.8,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,2.30764545,False,,True,False,"[吕布]由于[黄忠]【定军扬威】的「定军扬威」效果,损失了兵力583(2008)"
2443,34,battle_20260621_021255,273,2,黄忠,吕布,摧坚克难,摧坚克难,physical_skill,353.0,250.31417353838455,114243.98955693521,288.5,302.92,270.22,191.0,200.55,167.85,352.86,296.4024,15443.0,1.1,1.0,1.0,1.385,0.935,38.5,-5.0,0.0,1.5,16.0,0.99,1.0,1.0,1.4102277750000003,False,,True,False,"[吕布]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力353(1655)"
